percentile,word,translation
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0,",",","
0, , 
5,nous,[us;we]
0, , 
3,qui,[that;which;who;whom]
0, , 
70,comprenons,[apprehend;be included;catch;catch on;compass;comprehend;comprise;conceive;contain;cover;discern;embody;embrace;encompass;follow;gather;get it;grasp;have;include;involve;let us understand;make out;number;penetrate;perceive;pierce;puzzle out;realize;savvy;see;see through;sense;sink;sort out;take;take in;take up with;twig;understand]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
7,vie,[career;life;lifetime;living]
0,",",","
0, , 
5,nous,[us;we]
0, , 
5,nous,[us;we]
0, , 
100,moquons,[moquons]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
2,des,[from;of the]
0, , 
38,numéros,[digit;issue;number;numbers;performance;spot]
0,!,!
0, , 
3,J',[i]
15,aurais,[get;have;hold;own;possess;stock;would have]
0, , 
22,aimé,[buddy;like]
0, , 
18,commencer,[begin;begin on;commence;get started;incept;initiate;institute;launch;lead off;open;set about;set to;start;start up;strike up;tee off]
0, , 
5,cette,[that;this]
0, , 
9,histoire,[business;chronicle;chronicles;era;history;narrative;storey;story;tale;to-do]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
11,façon,[way]
0, , 
2,des,[from;of the]
0, , 
46,contes,[legend;story;tale;tales;yarn]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
57,fées,[fairies;fairy;genista;godmother;hag;pixie;pixy]
0,.,.
0, , 
3,J',[i]
15,aurais,[get;have;hold;own;possess;stock;would have]
0, , 
22,aimé,[buddy;like]
0, , 
7,dire,[admit;bid;express;mention;put;say;speak;state;talk;tell]
0,:,:
0,"
","
"
0,"
","
"
0,"""",""""
3,Il,[he;it]
0, , 
5,était,[be;exist;was]
0, , 
2,une,[a;an;one]
0, , 
7,fois,[time;times]
0, , 
2,un,[a;an;one]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
3,qui,[that;which;who;whom]
0, , 
62,habitait,[dwell;inhabit;live in;lived;lodge;occupy;shack;stay;tenant]
0, , 
2,une,[a;an;one]
0, , 
23,planète,[planet]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
13,peine,[sadness]
0, , 
4,plus,[any;further;more;most;plus]
0, , 
9,grande,[big;broad;full grown;good;goodly;great;high;large;loud;noble;roomy;spacious;substantial;tall;wide]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
6,lui,[he;her;him;it]
0,",",","
0, , 
1,et,[and]
0, , 
3,qui,[that;which;who;whom]
0, , 
6,avait,[get;had;have;hold;own;possess;stock]
0, , 
10,besoin,[need;requirement;use;want]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
15,ami,[boyfriend;chum;friend]
0,...,...
0,"""",""""
0, , 
3,Pour,[for;of;to;toward;towards]
0, , 
8,ceux,[such;these;those;who]
0, , 
3,qui,[that;which;who;whom]
0, , 
34,comprennent,[apprehend;be included;catch;catch on;compass;comprehend;comprise;conceive;contain;cover;discern;embody;embrace;encompass;follow;gather;get it;grasp;have;include;involve;make out;number;penetrate;perceive;pierce;puzzle out;realize;savvy;see;see through;sense;sink;sort out;take;take in;take up with;twig;understand]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
7,vie,[career;life;lifetime;living]
0,",",","
0, , 
4,ça,[id;it;that]
0, , 
10,aurait,[get;have;hold;own;possess;stock;would have]
0, , 
8,eu,[eu;get;have;hold;own;possess;stock]
0, , 
1,l',[him;it;the]
11,air,[air]
0, , 
8,beaucoup,[a great deal;a great many;a lot;far;many;much;plenty;so much;widely]
0, , 
4,plus,[any;further;more;most;plus]
0, , 
9,vrai,[actual;plumb;real;right;true;truthful]
0,.,.
0,"
","
"
0,"
","
"
8,Car,[because;bus;car;motor]
0, , 
3,je,[i]
0, , 
4,n',[born;not]
10,aime,[buddy;like]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
4,on,[they;we;you]
0, , 
56,lise,[lise;read;scan]
0, , 
5,mon,[my]
0, , 
13,livre,[book;paper;pound;quid;smacker;work]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
32,légère,[feathery;light;promiscuous]
0,.,.
0, , 
3,J',[i]
58,éprouve,[experience;experienced;proven;tried;well-tested]
0, , 
9,tant,[so much;so such]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
53,chagrin,[ache;distress;grief;heartache;shagreen;sorrow;unhappiness]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
31,raconter,[narrate;recount;relate;spin;tale;talk about;tell;to tell about;yarn]
0, , 
6,ces,[that;these;this]
0, , 
27,souvenirs,[memories;remembrances]
0,.,.
0, , 
3,Il,[he;it]
0, , 
4,y,[y]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
15,six,[six]
0, , 
6,ans,[years]
0, , 
7,déjà,[already;ever;previously;yet]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
5,mon,[my]
0, , 
15,ami,[boyfriend;chum;friend]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
2,en,[at;during;in;into;of;thereof;to]
0, , 
2,est,[east;eastern;is]
0, , 
25,allé,[be;come;do;go;proceed;repair;strike off;travel]
0, , 
4,avec,[along;along with;to;together with;with]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,.,.
0, , 
5,Si,[as;b;if;si;so;such;that;whether]
0, , 
3,j',[i]
25,essaie,[aim;assay;attempt;essay;give it a whirl;have a go;test;try;try on]
0, , 
8,ici,[here;hither;over here]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,le,[him;it;the]
0, , 
39,décrire,[characterize;delineate;demonstrate;depict;describe;hit it off;paint;picture;portray]
0,",",","
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
12,afin,[in order to]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,ne,[born;not]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
1,l',[him;it;the]
20,oublier,[bury;forget;lay aside;leave;leave out;miss;miss out;neglect;omit;overlook;slip]
0,.,.
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
23,triste,[bad;bleak;blue;cheerless;dark;dead;depressed;depressing;disconsolate;dismal;distressing;dolorous;drear;dreary;forlorn;funeral;funereal;gaunt;gloomy;glum;gray;grim;joyless;lachrymose;melancholy;miserable;mopish;mournful;painful;rueful;sad;sorrowful;sorry;sullen;unhappy;upset;wailful;wan;weary;woeful;woesome]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
20,oublier,[bury;forget;lay aside;leave;leave out;miss;miss out;neglect;omit;overlook;slip]
0, , 
2,un,[a;an;one]
0, , 
15,ami,[boyfriend;chum;friend]
0,.,.
0, , 
5,Tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
1,le,[him;it;the]
0, , 
7,monde,[earth;kingdom;people;realm;world]
0, , 
4,n',[born;not]
2,a,[at;by;in;to;upon;with]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
8,eu,[eu;get;have;hold;own;possess;stock]
0, , 
2,un,[a;an;one]
0, , 
15,ami,[boyfriend;chum;friend]
0,.,.
0, , 
1,Et,[and]
0, , 
3,je,[i]
0, , 
8,puis,[then]
0, , 
16,devenir,[be;become;fall;get;go;grow;make;turn into;wax]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
1,les,[the;them]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0, , 
3,qui,[that;which;who;whom]
0, , 
4,ne,[born;not]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
45,intéressent,[concern;interest]
0, , 
4,plus,[any;further;more;most;plus]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
5,aux,[to]
0, , 
22,chiffres,[figures;statistics]
0,.,.
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
7,donc,[consequently;so;therefore;thus;whereof]
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
4,ça,[id;it;that]
0, , 
6,encore,[again;anew;even;furthermore;over;still;yet]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,j',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
25,acheté,[bought;buy;buy over;cover;nobble;purchase;take;take up]
0, , 
2,une,[a;an;one]
0, , 
24,boîte,[bin;box;can;canister;case;crate;hutch;tin]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
22,couleurs,[colors;colours]
0, , 
1,et,[and]
0, , 
2,des,[from;of the]
0, , 
71,crayons,[crayon;pencil;pencils]
0,.,.
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
18,dur,[astringent;biting;bitter;callous;chilly;difficult;dour;hard;hard-boiled;hardheaded;harsh;inclement;laborious;petulant;plug-ugly;rough;rough and ready;severe;stale;steel;stern;stiff;stony;tough;toughminded;unfeeling]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
22,remettre,[consign;deliver;forgive;hand over;hold over;remit;reset;return;set back;to put back]
0, , 
3,au,[at]
0, , 
27,dessin,[delineation;design;design ;designing;drawing;line;pattern;picture;trace]
0,",",","
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
5,mon,[my]
0, , 
14,âge,[age;ages]
0,",",","
0, , 
6,quand,[when;whenever;wherever]
0, , 
4,on,[they;we;you]
0, , 
4,n',[born;not]
2,a,[at;by;in;to;upon;with]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
6,autres,[other;others;remainder]
0, , 
40,tentatives,[attempt;attempts;bid;endeavor;endeavour;essay;fling;go;offer;shot;try]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
10,celle,[her;she;that]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
84,boa,[boa;constrictor]
0, , 
30,fermé,[blocked;bounded;closed;drawn;farm;filled;impervious;locked;sealed;shut;tight]
0, , 
1,et,[and]
0, , 
10,celle,[her;she;that]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
84,boa,[boa;constrictor]
0, , 
19,ouvert,[accessible;forthcoming;honest;ingenuous;open;opened;outgoing;responsive;unconfined;ungrounded]
0,",",","
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
1,l',[him;it;the]
14,âge,[age;ages]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
15,six,[six]
0, , 
6,ans,[years]
0,!,!
0, , 
3,J',[i]
99,essayerais,[aim;assay;attempt;essay;give it a whirl;have a go;test;try;try on;would try]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0,",",","
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,faire,[build;cook;do;draw up;go in for;handle;make;make up;perform;play;prepare;proffer;take;to do;transact;work]
0, , 
2,des,[from;of the]
0, , 
45,portraits,[likeness;picture;portrait;portraits;portrayal]
0, , 
1,le,[him;it;the]
0, , 
4,plus,[any;further;more;most;plus]
0, , 
100,ressemblants,[resemblance]
0, , 
11,possible,[possible]
0,.,.
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
3,je,[i]
0, , 
4,ne,[born;not]
0, , 
6,suis,[am]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
16,certain,[certain]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
29,réussir,[achieve;arrive;bring off;carry;click;come;do well;fare;forge ahead;get;get ahead;get on;get through;go off well;hit;make a go of it;make a success;make big time;make efficient;make good;make the grade;pan;pan out;pass;prosper;pull off;succeed;thrive;triumph;win out;work;work out]
0,.,.
0, , 
2,Un,[a;an;one]
0, , 
27,dessin,[delineation;design;design ;designing;drawing;line;pattern;picture;trace]
0, , 
6,va,[be;come;do;go;goes;proceed;repair;strike off;travel]
0,",",","
0, , 
1,et,[and]
0, , 
1,l',[him;it;the]
6,autre,[alternative;another;different;else;far;new;opposite;other]
0, , 
4,ne,[born;not]
0, , 
24,ressemble,[like;look like;looks like;resemble]
0, , 
4,plus,[any;further;more;most;plus]
0,.,.
0, , 
3,Je,[i]
0, , 
5,me,[me;myself]
0, , 
35,trompe,[deceived]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
6,aussi,[also;and;as;as well;likewise;so;such;that;then;too]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
19,taille,[carving;clipping;height;middle;midriff;pruning;size;size ;stature;trimming;waist;waistline]
0,.,.
0, , 
8,Ici,[here;hither;over here]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
2,est,[east;eastern;is]
0, , 
7,trop,[overly;overmuch;too;too much;unduly]
0, , 
8,grand,[big;broad;full grown;good;goodly;great;high;large;loud;noble;roomy;spacious;substantial;tall;wide]
0,.,.
0, , 
6,Là,[there;thither]
0, , 
3,il,[he;it]
0, , 
2,est,[east;eastern;is]
0, , 
7,trop,[overly;overmuch;too;too much;unduly]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0,.,.
0, , 
3,J',[i]
36,hésite,[doubtful;hesitant]
0, , 
6,aussi,[also;and;as;as well;likewise;so;such;that;then;too]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
19,couleur,[color;dish;suit]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
39,costume,[costume;garb;habit;suit]
0,.,.
0, , 
6,Alors,[here;so;then;yet]
0, , 
3,je,[i]
0, , 
100,tâtonne,[grip]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
10,ci,[this]
0, , 
1,et,[and]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
4,ça,[id;it;that]
0,",",","
0, , 
9,tant,[so much;so such]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
8,mal,[ache;amiss;difficulty;disease;evil;harm;hurt;ill;illness;malady;pain;pains;trouble;untimely;wrong;wrongdoing]
0,.,.
0, , 
3,Je,[i]
0, , 
5,me,[me;myself]
0, , 
100,tromperai,[trompe]
0, , 
10,enfin,[after all;at last;finally;however;howsoever;that is to say]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
10,certains,[some]
0, , 
23,détails,[details;elaborations;specifics]
0, , 
4,plus,[any;further;more;most;plus]
0, , 
25,importants,[big;consequential;considerable;great;high;important;in the first flight;leading;main;major;material;momentous;prominent;serious;significant;substantial;upfront;weighty]
0,.,.
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
4,ça,[id;it;that]
0,",",","
0, , 
3,il,[he;it]
0, , 
22,faudra,[fail to honor commitment;fail to keep promise;will have to]
0, , 
5,me,[me;myself]
0, , 
1,le,[him;it;the]
0, , 
48,pardonner,[apologize;condone;excuse;forgive;pardon;remit]
0,.,.
0, , 
5,Mon,[my]
0, , 
15,ami,[boyfriend;chum;friend]
0, , 
4,ne,[born;not]
0, , 
41,donnait,[bestow;contribute;deal;donate;furnish;gave;give;give in;give out;hand;hand in;impart;mete;pitch;play;present;render;tender;yield]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
38,explications,[account;commentary;demonstration;elicitation;elucidation;explanation;explication;reading]
0,.,.
0, , 
3,Il,[he;it]
0, , 
5,me,[me;myself]
0, , 
41,croyait,[believe;believed;calculate;conceive;consider;deem;feel;guess;imagine;reckon;suppose;think;trustee]
0, , 
6,peut,[can;may]
0, , 
5,être,[be;exist]
0, , 
43,semblable,[similar]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
6,lui,[he;her;him;it]
0,.,.
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
6,moi,[ego;i;me;us]
0,",",","
0, , 
23,malheureusement,[regrettably;unfortunately;unhappily;unluckily]
0,",",","
0, , 
3,je,[i]
0, , 
4,ne,[born;not]
0, , 
9,sais,[be aware;figure out;ken;know;realize;see;sort out]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
7,voir,[be able to see;behold;conceive;imagine;look;see;sight;spy;take notice;vide;view;watch]
0, , 
1,les,[the;them]
0, , 
47,moutons,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
16,travers,[through]
0, , 
1,les,[the;them]
0, , 
41,caisses,[boxes]
0,.,.
0, , 
3,Je,[i]
0, , 
6,suis,[am]
0, , 
6,peut,[can;may]
0, , 
5,être,[be;exist]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
1,les,[the;them]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0,.,.
0, , 
3,J',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
16,dû,[of]
0, , 
64,vieillir,[age;make old;to get old]
0,.,.
0,"
","
"
0,"
","
"
28,CHAPITRE,[chapter]
0, , 
17,V,[v]
0,"
","
"
0,"
","
"
9,Chaque,[each;either;every]
0, , 
8,jour,[day;daytime]
0, , 
3,j',[i]
95,apprenais,[adjudicate;get wind of;hear;impart;learn;learned;let know;master;teach]
0, , 
9,quelque,[a few;about;some]
0, , 
8,chose,[object;stuff;thing]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
23,planète,[planet]
0,",",","
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,le,[him;it;the]
0, , 
16,départ,[departure]
0,",",","
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,le,[him;it;the]
0, , 
17,voyage,[journey;junket;locomotion;passage;peregrinations;pilgrimage;progress;tour;touring;travel;trip;voyage]
0,.,.
0, , 
4,Ça,[id;it;that]
0, , 
28,venait,[be;came;come;reach]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
35,doucement,[gently;mildly;quietly;slowly;smoothly;softly;with care]
0,",",","
0, , 
3,au,[at]
0, , 
25,hasard,[chance]
0, , 
2,des,[from;of the]
0, , 
45,réflexions,[reflections]
0,.,.
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
7,ainsi,[as;so;thereby;thus]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0,",",","
0, , 
1,le,[him;it;the]
0, , 
15,troisième,[third]
0, , 
8,jour,[day;daytime]
0,",",","
0, , 
3,je,[i]
0, , 
31,connus,[afloat;celebrated;famed;familiar;famous;far-famed;known;renowned]
0, , 
1,le,[him;it;the]
0, , 
33,drame,[drama;drama play]
0, , 
2,des,[from;of the]
0, , 
100,baobabs,[baobabs]
0,.,.
0,"
","
"
0,"
","
"
5,Cette,[that;this]
0, , 
7,fois,[time;times]
0, , 
10,ci,[this]
0, , 
6,encore,[again;anew;even;furthermore;over;still;yet]
0, , 
11,fut,[barrel;bole;cask;shaft;stock;trunk;was]
0, , 
12,grâce,[grace]
0, , 
3,au,[at]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,",",","
0, , 
8,car,[because;bus;car;motor]
0, , 
61,brusquement,[abruptly;sharp;sharply;short;shortly;suddenly]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
5,m',[me;myself]
100,interrogea,[asked]
0,",",","
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
11,pris,[taken]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
13,doute,[discredit;doubt;misgiving;qualm;query;question;uncertainty]
0, , 
18,grave,[acute;bass;enormous;grave;grievous;low;low-pitched;portentous;serious;severe;solemn;weighty]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
9,vrai,[actual;plumb;real;right;true;truthful]
0,",",","
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
3,ce,[it;that;this]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,",",","
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
1,les,[the;them]
0, , 
47,moutons,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0, , 
48,mangent,[drink;eat;feed;make;manage;meal;mouth;run through]
0, , 
1,les,[the;them]
0, , 
73,arbustes,[bush;shrub;shrubs]
0,?,?
0,"
","
"
0,"
","
"
0,  ,  
7,Oui,[yea;yeah;yep;yes]
0,.,.
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
9,vrai,[actual;plumb;real;right;true;truthful]
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
12,Ah,[ah]
0,!,!
0, , 
3,Je,[i]
0, , 
6,suis,[am]
0, , 
23,content,[blithe;blithesome;bright;buoyant;carefree;cheerful;content;contented;debonair;flash;glad;gladdening;happy;in high spirits;joyful;joyous;merry;pleased;satisfied;thankful;thrilled;upbeat]
0,.,.
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
4,ne,[born;not]
0, , 
13,compris,[included;including;inclusive;understood]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
